,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,organization_title_1,label
315,ekaterina-petrova-76b02813a,JavaScript Nodejs SQL Web Development Git Linux Data Engineering Machine Learning Software Development Reactjs MongoDB Deep Learning Python Data Structures Algorithms Natural Language Processing NLP Data Visualization Data Science Image Processing Computer Vision Artificial Intelligence AI Google Cloud Platform GCP Apache Spark TensorFlow PyTorch Keras DevOps Cloud Computing Distributed Systems FullStack Development ScikitLearn NoSQL MLOps Neural Networks Kubernetes Docker Reinforcement Learning Financial Modeling Chatbot Development SciPy Data Wrangling Software Design Patterns Test Driven Development Haskell Djs GraphQL Rasa Platform Continuous Integration and Continuous Delivery CICD Investment Valuation DomainDriven Design DDD  ,Software Engineering Bootcamp Codeworks,"Master Program, International Finance University of Konstanz","Master's degree, International Finance Saint Petersburg State University of Finance and Economics",ML Engineer & Data Scientist   Verve Group,ML/Data Engineer & Data Scientist b.telligent,Lead Full-Stack Data Scientist & Engineer EY,Senior Project Manager in Valuation & Business Modeling EY,ML Engineer & Data Scientist  ,1
316,yaraalnaggar,Python Programming Language Machine Learning Teamwork Deep Learning Computer Vision Artificial Intelligence AI Informatics                                             ,Masters of Informatics Nile University,Computer Engineering Nile University,"Erasmus Semester, Computer Engineering Rīgas Tehniskā universitāte (Riga Technical University)",AI/ML Engineer Visual and AI Solutions (VAIS),Research Assistant Nile University,Deep Learning Enigneer Intern Myocardial Solutions Inc.,Front End Developer Intern Assess Talent Management,AI/ML Engineer,1
317,vrba-david,SQL Machine Learning Data Analysis Numerical Analysis Statistics Mathematical Modeling Apache Spark                                             ,"Doctor of Philosophy - PhD, Theoretical Physics Charles University","Master's degree, Physics and Astronomy The University of New Mexico","Master's degree, Theoretical and Mathematical Physics Charles University",Senior ML Engineer Socialbakers,Apache Spark Trainer Self Employed,Data Scientist Socialbakers,Software Developer & Data Analyst Self Employed,Senior ML Engineer,1
318,minelga,Java Python Programming Language SQL Linux Linux Kernel Machine Learning Software Development Microsoft Office Teamwork C Computer Science MongoDB Customer Service Deep Learning Python Data Mining Natural Language Processing NLP Data Science Artificial Neural Networks Artificial Intelligence AI Research TensorFlow PyTorch Keras Docker Products Network Security Android Development C Discrete Mathematics Pandas Software NumPy Web Scraping Neural Networks Information Technology Information Security Convolutional Neural Networks CNN Open Source Software Technical Support System Monitoring LibreOffice Security Operations GIMP Differentiable Programming         ,"Bachelor's degree, Computer Software Engineering Kaunas University of Technology", , ,ML Engineer | Data Scientist Zyro,Technical Support Analyst CUJO AI, , ,ML Engineer | Data Scientist,1
319,ramalingamkarthik,Java JavaScript Python Programming Language SQL Web Development Linux Scala MongoDB Natural Language Processing NLP Hadoop Hive Apache Spark PySpark Big Data Agile Methodologies Cloudera Apache Kafka Android Development jQuery AJAX Spring Framework Spring Boot Hibernate Maven Amazon EC SDLC Spring MVC Apache Flink Oracle Big Data ApplianceCloudera apache solr Alluxio Apache presto Cloudera Data Science Workbench IBM Cloud Object Storage                  ,"Bachelor of Engineering (B.E.), Mechatronics, Robotics, and Automation Engineering Kongu Engineering College", , ,Data & ML Engineer DBS Bank,Senior Executive (Data Engineer) Maybank,Java Consultant Maybank,Software Engineer Accenture in India,Data & ML Engineer,1
320,farismbaker,Python Programming Language SQL Machine Learning Software Development Programming C Project Management Computer Science Deep Learning Python Algorithms Data Science Image Processing Matlab Computer Vision Analysis Business Analysis TensorFlow Keras Business Strategy Requirements Gathering Oracle PLSQL ERP Integration Oracle EBusiness Suite Project management Systems Analysis Business Requirements Machine earning                      ,"Post Graduate Cerificate, Computer Science Bradly University, USA","B.Sc, Computer Science University of San Francisco, USA","Pre-Engineering, Engineering College of San Mateo, USA",ML Engineer Omdena,Data Scientist Vertical Aerospace Ltd.,Deep Learning Researcher and Developer Freelancer,Artificial Intelligence Lab Supervisor Arab Open University,ML Engineer,1
321,luyuzhao,Java Machine Learning Algorithms Hive Apache Spark TensorFlow Keras Big Data Simulations LTE Signal Processing Presto MIMO PHY                                      ,"Master of Science (MS), Electrical Engineering University of Notre Dame","Bachelor of Applied Science (B.A.Sc.), Electrical Engineering Zhejiang University","Visiting Student, Electrical Engineering Rice University",Sr ML Engineer Strava,Senior Software Engineer Uber,Software Engineer II Uber,Software Engineer I Uber,Sr ML Engineer,1
322,igor-šušić,Java Python Programming Language PHP SQL Web Development Git Linux Machine Learning ObjectOriented Programming OOP Python TensorFlow Amazon Web Services AWS Pandas Software NumPy Spring Framework Spring Boot Amazon S Docker Microservices Reinforcement Learning PostgreSQL REST APIs Spring RabbitMQ FastAPI Symfon                          ,"Bachelor's degree, Computer Science University of Split","Master's degree, Computer Science Education University of Split", ,Software/ML Engineer Infobip,Junior Software Engineer Infobip,Software Engineer Intern Infobip,Software Developer Adriatic.hr,Software/ML Engineer,1
323,jinmyungwon,Java Git Machine Learning C Python Algorithms PLC Programming Django ObjectiveC Eclipse Spring Framework Natural Language Processing Agile Project Management Robotics Network Design Speech Recognition Selenium Embedded Linux ROS Soft Computing Process Control Asterisk IVR                             ,"Postdoc, ECE University of Waterloo","Doctoral, ECE Pohang University of Science and Technology", ,Senior ML Engineer Amazon,Software Development Engineer Amazon,Software Development Engineer Amazon,Senior Software Developer Clearpath Robotics,Senior ML Engineer,1
324,porasvyas,Java Machine Learning Computer Vision Artificial Intelligence AI Gujarati                                               ,"M.Sc.(AI &ML), Artificial Intelligence and Machine Learning Gujarat University", Ahmedabad University, ,AI/ML Engineer SoluSoft Corporation,AI Intern SoluSoft Corporation, , ,AI/ML Engineer,1
325,gorodnitskiy,SQL Linux Machine Learning Data Analysis Deep Learning Python Natural Language Processing NLP Statistics Data Science Hadoop Hive OpenCV Computer Vision Apache Spark PySpark PyTorch LaTeX NumPy Flask Bash Jira Pandas Apache Airflow git LightGBM PyTorch Lightning CatBoost Kedro                        ,"Master of Science - MS, Applied Mathematics and Physics Moscow Institute of Physics and Technology (State University) (MIPT)","Bachelor of Science - BS, Applied Mathematics and Physics Moscow Institute of Physics and Technology (State University) (MIPT)", ,ML Engineer | Computer Vision Tevian,ML Engineer Sberbank,Research Fellow Russian Quantum Center,Research Engineer WorldQuant,ML Engineer | Computer Vision,1
326,soundarya-chinthapatla-0a492aab,Java C Python Programming Language SQL Machine Learning Microsoft Office C Software Development Life Cycle SDLC Deep Learning Data Science Predictive Modeling R Software Testing Tableau Matlab Artificial Intelligence AI Quality Assurance Microsoft Power BI Agile Methodologies SAS Requirements Analysis Test Automation Testing Selenium KNIME                           ,"Post Graduate Program in Business Analytics and Intelligence, Business Statistics Great Lakes Institute of Management","Bachelor's degree, Electrical and Electronics Engineering Velammal Institute Of Technology",Higher Secondary Velammal Matriculation Higher Secondary School,AI/ML Engineer Ford Motor Company,Program Analyst Cognizant,Program Analyst Trainee Cognizant, ,AI/ML Engineer,1
327,ehab-ebrahim-b14a26161,Java SQL Git Machine Learning Software Development Problem Solving Microsoft Office Leadership ObjectOriented Programming OOP Flutter Deep Learning Data Structures Natural Language Processing NLP Data Science Image Processing Computer Vision Presentation Skills MATLAB Android Development Android Marketing Qt c REST APIs Atmel GitHub NeuroLinguistic Programming NLP Atmel AVR Android SDK paython Work Hardening                     ,"Bachelor's degree, Electrical, Electronics and Communications Engineering Ain Shams University", , ,Junior ML Engineer at Omdena Omdena,Android Developer VRIFY,assistant for graduation project mamoon electronic workshop,member of marketing team phi ,Junior ML Engineer at Omdena,1
328,ethanthai,C Python Programming Language Machine Learning Programming Microsoft Office Project Management Statistics Image Processing Computer Vision Digital Signal Processing Engineering Mathematics Musical Background Video Game Journalism Video Games Music Theory Music Composition                                    , , , ,AI Engineer Bosch,Artificial Intelligence Engineer MTI Technology, , ,AI Engineer,1
329,badra-prabhashwari-jayalath-074ba2192,Java SQL python Machine Learning C Programming Language C Team Leadership Statistics R Probability Time Series Analysis Business Intelligence BI Time Management Cloud Computing Extract Transform Load ETL SQL Server Reporting Services SSRS Android Studio Oracle Database SQL Server Integration Services SSIS GitHub                              ,"Undergraduate at SLIIT in Data Science, Information Technology SLIIT", , ,Junior Web developer and AI and ML Consultant Averyx Group,Data Analyst Sri Lanka Telecom, , ,Junior Web developer and AI and ML Consultant,1
330,karryharsh,Java Python Programming Language python Linux Machine Learning Data Analysis C Programming Language Programming java C Microsoft PowerPoint Deep Learning Algorithms Github Data Visualization Data Science Image Processing Matlab Computer Vision Artificial Intelligence AI Anaconda Machine Learning Algorithms PyTorch Engineering Matplotlib Pandas Software NumPy ScikitLearn Seaborn Jupyter keras Embedded C Intelligence Temenos T Design Studio                 ,"Advanced Management Programme in Business Analytics, Data Science Indian School of Business","Bachelor's degree, Telecommunications Engineering Sathyabama University", ,AI Engineer Fractal,Machine Learning Engineer Capgemini, , ,AI Engineer,1
331,anjanasenanayake,Java C JavaScript Python Programming Language Nodejs SQL Git Machine Learning Microsoft Azure Reactjs MongoDB Natural Language Processing NLP Artificial Neural Networks TensorFlow Keras Android Development ScikitLearn RESTful WebServices Flask Azure DevOps Computer Networking                               ,"BScEng, Computer Engineering University of Peradeniya", Trinity College Kandy, ,Software and AI Engineer Infinity Innovators,Owner CrunchCodeLabs,Software Engineering Trainee ProavosLabs, ,Software and AI Engineer,1
332,harindu-ashan-849373115,Java C Python Programming Language Microsoft Word Machine Learning Microsoft Office Leadership Project Management Microsoft Excel Microsoft PowerPoint Customer Service Data Structures Arduino Data Science Image Processing Matlab Artificial Intelligence AI Research Management SolidWorks Altium Apache Digital Signal Processing Diversity Inclusion Verilog Android Studio Robotics AutoCAD Internet of Things Financial Accounting Mqtt Proteus Career Management Selfconfidence Confidence Building Productivity Improvement APM               ,"Bachelor of Engineering (B.Eng.), Electronic and Telecommunication University of Moratuwa","Chartered Global Management Accountant, Accounting and Business/Management Wisdom Business Academy", Prince of Wales'​ College,AI Engineer Analog Inference,Data Scientist ADA,Machine Learning Engineer Zone24x7,Electronics Engineer Zone24x7,AI Engineer,1
